Unnamed: 0,name,company,year,Price,kms_driven,fuel_type
5928,Verna 1.6 CRDI,Hyundai,2013,475000,125000,Diesel
5929,City i DTEC S,Honda,2015,615000,120000,Diesel
5930,Swift Dzire LDI,Maruti,2013,385000,180000,Diesel
5931,Zest Revotron 1.2T XMS,Tata,2015,500000,20000,Petrol
5932,Duster 85PS Diesel RxL Option,Renault,2012,450000,80000,Diesel
5933,Innova 2.5 Z Diesel 7 Seater,Toyota,2014,969999,110000,Diesel
5934,Verna 1.6 SX CRDi (O),Hyundai,2013,580000,80000,Diesel
5935,Platinum Etios 1.4 GXD,Toyota,2017,550000,40000,Diesel
5936,WR-V i-VTEC S,Honda,2018,780000,30000,Petrol
5937,Fiesta 1.5 TDCi Titanium,Ford,2014,500000,80000,Diesel
5938,Laura Ambiente 2.0 TDI CR MT,Skoda,2011,270000,140000,Diesel
5939,Alto K10 VXI,Maruti,2017,335000,25000,Petrol
5940,Swift Dzire VDI,Maruti,2017,755000,20000,Diesel
5941,i20 Active SX Diesel,Hyundai,2016,651000,42323,Diesel
5942,X1 sDrive20d M Sport,BMW,2011,1075000,42545,Diesel
5943,S-Cross 2017-2020 Delta DDiS 200 SH,Maruti,2016,690000,32000,Diesel
5944,Swift Dzire VDI Optional,Maruti,2017,589000,41232,Diesel
5945,Bolero B4,Mahindra,2015,445000,40200,Diesel
5946,Ecosport Sports Diesel,Ford,2013,475000,48000,Diesel
5947,Amaze E Diesel BSIV,Honda,2014,465000,27233,Diesel
5948,Manza Aura Safire,Tata,2011,225000,35000,Petrol
5949,Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,2005,310000,200000,Diesel
5950,Sumo EX,Tata,2016,445000,63000,Diesel
5951,Bolero B4,Mahindra,2015,445000,62000,Diesel
5952,New Safari 3L Dicor LX 4x2,Tata,2012,450000,68240,Diesel
5953,Scorpio 1.99 S10 4WD,Mahindra,2008,450000,78000,Diesel
5954,Swift VDI BSIV,Maruti,2017,525000,38000,Diesel
5955,Wagon R VXI,Maruti,2010,200000,35000,Petrol
5956,Swift Dzire LXI,Maruti,2018,611000,9000,Petrol
5957,Creta 1.6 CRDi Anniversary Edition,Hyundai,2016,819999,39000,Diesel
5958,Creta 1.4 CRDi S,Hyundai,2016,825000,39000,Diesel
5959,Ecosport 1.5 Diesel Titanium,Ford,2015,599000,92651,Diesel
5960,Swift LXi BSIV,Maruti,2018,490000,28000,Petrol
5961,EON Magna Plus,Hyundai,2017,340000,30000,Petrol
5962,E-Class E350 Petrol,Mercedes-Benz,2009,1000000,80000,Petrol
5963,Creta 1.6 CRDi SX,Hyundai,2018,1237000,46000,Diesel
5964,Polo Diesel Highline 1.2L,Volkswagen,2013,350000,70000,Diesel
5965,800 Std,Maruti,2000,31000,56194,Petrol
5966,Swift ZXI Plus,Maruti,2018,695000,40000,Petrol
5967,Alto 800 VXI,Maruti,2015,270000,40000,Petrol
5968,Ertiga SHVS VDI,Maruti,2016,790000,120000,Diesel
5969,Swift VDI Optional,Maruti,2016,590000,120000,Diesel
5970,Swift Dzire AMT VXI,Maruti,2017,635000,120000,Petrol
5971,Bolero 2011-2019 ZLX,Mahindra,2015,540000,110000,Diesel
5972,Pulse RxZ,Renault,2012,265000,67000,Diesel
5973,Swift Dzire ZDI,Maruti,2014,600000,50000,Diesel
5974,Verna 1.6 CRDI,Hyundai,2012,409999,100000,Diesel
5975,Etios GD,Toyota,2015,525000,80000,Diesel
5976,Figo Diesel EXI Option,Ford,2011,150000,50000,Diesel
5977,Esteem Lxi - BSIII,Maruti,2007,55000,70000,Petrol
5978,Omni 5 Seater BSIV,Maruti,2011,130000,70000,Petrol
5979,Vitara Brezza ZDi Plus Dual Tone,Maruti,2017,925000,50000,Diesel
5980,Lodgy 85PS RxE 7 Seater,Renault,2017,690000,65000,Diesel
5981,Ertiga VDI,Maruti,2012,560000,200000,Diesel
5982,Ciaz Zeta Diesel,Maruti,2018,950000,7500,Diesel
5983,Lodgy 85PS RxE 7 Seater,Renault,2017,695000,65000,Diesel
5984,Swift VXI,Maruti,2013,450000,35000,Petrol
5985,5 Series 530d,BMW,2013,2000000,60000,Diesel
5986,Swift VXi BSIV,Maruti,2009,229999,71000,Petrol
5987,Alto K10 LXI,Maruti,2017,300000,30000,Petrol
5988,Alto LXi,Maruti,2012,200000,50000,Petrol
5989,New C-Class C 220 CDI Elegance AT,Mercedes-Benz,2008,725000,80000,Diesel
5990,Micra XV,Nissan,2011,235000,90000,Petrol
5991,i20 2015-2017 Sportz 1.2,Hyundai,2017,666000,13000,Petrol
5992,800 AC,Maruti,2000,65000,100000,Petrol
5993,Santro Xing XG,Hyundai,2004,85000,80000,Petrol
5994,WR-V i-DTEC VX,Honda,2018,834000,30000,Diesel
5995,Bolero 2011-2019 SLX,Mahindra,2012,430000,120000,Diesel
5996,Swift Vdi BSIII,Maruti,2010,360000,120000,Diesel
5997,EON Era Plus,Hyundai,2014,240000,70000,Petrol
5998,Swift VDI Deca,Maruti,2016,210000,210000,Diesel
5999,Indigo eCS LE TDI BSIII,Tata,2010,135000,148000,Diesel
6000,TUV 300 T6 Plus,Mahindra,2017,700000,54188,Diesel
6001,TUV 300 T6 Plus,Mahindra,2017,750000,60000,Diesel
6002,Rapid 1.6 TDI Elegance,Skoda,2012,425000,90000,Diesel
6003,Beat LT,Chevrolet,2011,150000,100000,Petrol
6004,EON D Lite Plus,Hyundai,2014,215000,40000,Petrol
6005,GO T BSIV,Datsun,2014,225000,35000,Petrol
6006,KWID Climber 1.0 MT,Renault,2017,330000,20000,Petrol
6007,Omni LPG CARGO BSIII W IMMOBILISER,Maruti,2007,54000,144000,LPG
6008,Grand i10 AT Sportz,Hyundai,2014,374000,54043,Petrol
6009,Verna 1.6 SX CRDI (O) AT,Hyundai,2012,549000,66657,Diesel
6010,Indigo CS LS (TDI) BS-III,Tata,2016,390000,42000,Diesel
6011,i20 Asta Optional with Sunroof 1.2,Hyundai,2013,455999,35582,Petrol
6012,Polo GT TSI,Volkswagen,2013,453000,54327,Petrol
6013,Ameo 1.2 MPI Highline,Volkswagen,2016,579000,7949,Petrol
6014,i10 Sportz 1.2 AT,Hyundai,2010,258000,59734,Petrol
6015,City S,Honda,2012,428000,49185,Petrol
6016,i10 Magna,Hyundai,2011,262000,56389,Petrol
6017,Polo Petrol Highline 1.2L,Volkswagen,2013,389000,58245,Petrol
6018,Micra XL Optional,Nissan,2015,346000,36422,Petrol
6019,Jazz Basic,Honda,2011,339000,42535,Petrol
6020,i10 Sportz AT,Hyundai,2011,272000,40736,Petrol
6021,Swift VXI,Maruti,2012,369000,56246,Petrol
6022,Swift LXI,Maruti,2011,277000,55403,Petrol
6023,Tigor 1.2 Revotron XZ,Tata,2018,535000,30000,Petrol
6024,Alto K10 VXI,Maruti,2015,265000,67000,Petrol
6025,Verna 1.6 VTVT,Hyundai,2013,400000,70000,Petrol
6026,Grand i10 CRDi Asta,Hyundai,2014,459999,90000,Diesel
6027,Elite i20 Petrol Sportz,Hyundai,2019,667000,7500,Petrol
6028,New Safari DICOR 2.2 EX 4x2,Tata,2011,300000,80000,Diesel
6029,Indigo CR4,Tata,2012,229999,186000,Diesel
6030,Indica V2 eLS,Tata,2016,200000,110000,Diesel
6031,Fiesta 1.4 TDCi EXI,Ford,2005,150000,120000,Diesel
6032,Fiesta Classic 1.4 Duratorq CLXI,Ford,2012,280000,105358,Diesel
6033,i20 Sportz Option 1.2,Hyundai,2014,590000,70000,Petrol
6034,i10 Era,Hyundai,2010,142000,49200,Petrol
6035,City i-VTEC VX,Honda,2017,850000,40000,Petrol
6036,Mobilio V i DTEC,Honda,2014,600000,40000,Diesel
6037,TUV 300 T8,Mahindra,2017,700000,40000,Diesel
6038,Beat LS,Chevrolet,2013,200000,70000,Petrol
6039,Creta 1.6 CRDi SX,Hyundai,2016,900000,110000,Diesel
6040,Alto K10 VXI,Maruti,2014,220000,100000,Petrol
6041,Grand i10 1.2 Kappa Sportz AT,Hyundai,2018,650000,10000,Petrol
6042,Fortuner 2.8 4WD AT BSIV,Toyota,2017,3100000,70000,Diesel
6043,Innova Crysta 2.4 VX MT 8S BSIV,Toyota,2016,1500000,100600,Diesel
6044,X3 xDrive20d,BMW,2012,1800000,50000,Diesel
6045,XUV500 W8 4WD,Mahindra,2014,800000,136000,Diesel
6046,GLA Class 200 CDI SPORT,Mercedes-Benz,2017,2100000,48000,Diesel
6047,Fiesta 1.4 ZXi TDCi LE,Ford,2010,250000,110000,Diesel
6048,Duster 110PS Diesel RxZ,Renault,2012,550000,86000,Diesel
6049,Alto LXi,Maruti,2009,125000,141000,Petrol
6050,City 1.5 S MT,Honda,2011,450000,80000,Petrol
6051,XUV500 W10 2WD,Mahindra,2015,850000,140000,Diesel
6052,Swift Dzire ZDI,Maruti,2014,459999,65000,Diesel
6053,Swift Dzire VDI,Maruti,2014,434999,110000,Diesel
6054,Indigo LX,Tata,2008,120000,100000,Diesel
6055,Swift VDI Optional,Maruti,2015,600000,80000,Diesel
6056,Wagon R VXI BS IV,Maruti,2008,135000,90000,Petrol
6057,Figo 1.2P Titanium Plus MT,Ford,2016,550000,44000,Petrol
6058,Celerio ZXI,Maruti,2014,385000,25000,Petrol
6059,Creta 1.6 VTVT S,Hyundai,2016,800000,25000,Petrol
6060,i20 2015-2017 Asta Option 1.4 CRDi,Hyundai,2016,780000,35000,Diesel
6061,Alto LXi BSIII,Maruti,2008,100000,195000,Petrol
6062,i20 2015-2017 Sportz 1.4 CRDi,Hyundai,2017,650000,60000,Diesel
6063,800 AC,Maruti,2004,50000,50000,Petrol
6064,Verna 1.6 VGT CRDi,Hyundai,2012,425000,100000,Diesel
6065,Linea 1.3 Multijet Emotion,Fiat,2015,500000,70000,Diesel
6066,Swift VDI BSIV,Maruti,2017,590000,30000,Diesel
6067,Celerio ZXI,Maruti,2016,459999,27000,Petrol
6068,Swift ZXI Plus,Maruti,2020,578000,5000,Petrol
6069,Ertiga VDI,Maruti,2012,550000,110000,Diesel
6070,City Corporate Edition,Honda,2013,465000,80000,Petrol
6071,Bolero Power Plus ZLX,Mahindra,2018,890000,80000,Diesel
6072,Verito 1.5 D6 BSIII,Mahindra,2014,250000,110000,Diesel
6073,Wagon R AMT VXI,Maruti,2018,420000,35000,Petrol
6074,Swift Dzire VXI 1.2,Maruti,2017,550000,20000,Petrol
6075,Alto 800 LXI,Maruti,2018,270000,20000,Petrol
6076,Swift Dzire AMT VXI BS IV,Maruti,2018,700000,7800,Petrol
6077,Swift VXI Optional,Maruti,2017,500000,20000,Petrol
6078,Hexa XE,Tata,2019,1250000,15000,Diesel
6079,i20 Magna,Hyundai,2013,320000,31377,Petrol
6080,Swift Dzire VDI,Maruti,2018,700000,50000,Diesel
6081,Wagon R VXI BS IV,Maruti,2015,290000,60000,Petrol
6082,Corolla Altis 1.8 VL AT,Toyota,2012,550000,100000,Petrol
6083,Brio S MT,Honda,2012,265000,60000,Petrol
6084,Baleno Alpha Automatic,Maruti,2018,830000,5000,Petrol
6085,Safari Storme EX,Tata,2017,800000,60000,Diesel
6086,Alto LXi,Maruti,2011,160000,25000,Petrol
6087,KWID RXT,Renault,2018,335000,30000,Petrol
6088,GO T BSIV,Datsun,2017,329000,80000,Petrol
6089,Vitara Brezza VDi Option,Maruti,2017,775000,75000,Diesel
6090,Xcent 1.2 VTVT SX,Hyundai,2020,524000,32000,Petrol
6091,Alto 800 LXI,Maruti,2015,245000,40000,Petrol
6092,i20 1.2 Sportz,Hyundai,2012,275000,93000,Petrol
6093,i20 Active 1.4 SX with AVN,Hyundai,2015,610000,50000,Diesel
6094,Swift Dzire VDI,Maruti,2015,615000,60000,Diesel
6095,Ertiga ZDI,Maruti,2014,684000,60000,Diesel
6096,Ertiga ZDI,Maruti,2014,680000,64000,Diesel
6097,Duster 85PS Diesel RxE,Renault,2014,500000,120000,Diesel
6098,Duster 85PS Diesel RxE,Renault,2014,520000,120000,Diesel
6099,Etios GD SP,Toyota,2012,390000,140000,Diesel
6100,Etios GD SP,Toyota,2012,434999,135000,Diesel
6101,Swift VDI BSIV,Maruti,2010,350000,166000,Diesel
6102,Freestyle Trend Diesel BSIV,Ford,2018,675000,60000,Diesel
6103,New C-Class C 220 CDI BE Avantgare,Mercedes-Benz,2011,1350000,81500,Diesel
6104,New C-Class 250 CDI Classic,Mercedes-Benz,2011,1350000,80000,Diesel
6105,Swift Dzire VXI 1.2,Maruti,2019,675000,5000,Petrol
6106,Ecosport 1.5 Diesel Titanium,Ford,2016,725000,30000,Diesel
6107,XUV300 W8 Option Diesel BSIV,Mahindra,2019,1200000,15000,Diesel
6108,Polo 2015-2019 1.5 TDI Highline Plus,Volkswagen,2018,650000,40000,Diesel
6109,XUV300 W8 Option BSIV,Mahindra,2019,1090000,16500,Petrol
6110,Creta 1.6 CRDi AT SX Plus,Hyundai,2017,1100000,67000,Diesel
6111,i20 1.4 Asta Option,Hyundai,2017,670000,48000,Diesel
6112,i20 1.4 Sportz,Hyundai,2018,780000,35000,Diesel
6113,Ciaz 1.3 Alpha,Maruti,2017,720000,60000,Diesel
6114,Swift VXI BSIV,Maruti,2018,610000,52000,Petrol
6115,Ameo 1.5 TDI Highline 16 Alloy,Volkswagen,2017,600000,29000,Diesel
6116,Duster 85PS Diesel RxL,Renault,2016,535000,50000,Diesel
6117,i10 Magna,Hyundai,2009,142000,110000,Petrol
6118,Baleno Sigma 1.2,Maruti,2017,515000,23000,Petrol
6119,GO T Option BSIV,Datsun,2016,335000,40000,Petrol
6120,Creta 1.4 CRDi Base,Hyundai,2017,957000,60000,Diesel
6121,Swift Dzire VDI,Maruti,2017,605000,127000,Diesel
6122,Manza Club Class Quadrajet90 EX,Tata,2013,316000,140000,Diesel
6123,Triber RXZ BSIV,Renault,2019,675000,5000,Petrol
6124,Swift Dzire VDI,Maruti,2015,520000,70000,Diesel
6125,Swift Dzire Vdi BSIV,Maruti,2011,265000,60000,Diesel
6126,Polo 1.2 MPI Comfortline,Volkswagen,2016,395000,40000,Petrol
6127,Polo 1.2 MPI Comfortline,Volkswagen,2016,385000,40000,Petrol
6128,Wagon R LXI Minor,Maruti,2009,142000,70000,Petrol
6129,i10 Era,Hyundai,2009,160000,35000,Petrol
6130,Indigo CS LX (TDI) BS III,Tata,2012,180000,50000,Diesel
6131,City V MT,Honda,2013,480000,42462,Petrol
6132,Swift VDI BSIV,Maruti,2015,470000,54723,Diesel
6133,Ignis 1.2 Delta BSIV,Maruti,2018,480000,20375,Petrol
6134,Swift ZDI Plus,Maruti,2013,450000,43978,Diesel
6135,Swift Dzire Tour LDI,Maruti,2017,520000,28832,Diesel
6136,Figo Titanium Blu,Ford,2019,700000,3177,Petrol
6137,Grand i10 Magna,Hyundai,2015,400000,39414,Petrol
6138,Indica V2 GLX BSIII,Tata,2012,200000,30078,Petrol
6139,EON Magna Plus Option,Hyundai,2012,250000,44588,Petrol
6140,Celerio ZXI,Maruti,2015,400000,49907,Petrol
6141,Swift VXI,Maruti,2013,371000,67082,Petrol
6142,Grand i10 Asta Option,Hyundai,2016,450000,40000,Petrol
6143,EcoSport 1.5 Diesel Titanium BSIV,Ford,2016,570000,112879,Diesel
6144,Brio S MT,Honda,2013,300000,80000,Petrol
6145,i20 1.2 Asta,Hyundai,2017,620000,25000,Petrol
6146,City i-VTEC V,Honda,2018,949000,10200,Petrol
6147,Bolero 2011-2019 mHAWK D70 ZLX,Mahindra,2018,750000,60000,Diesel
6148,Celerio VXI,Maruti,2017,350000,20000,Petrol
6149,XUV500 W10 2WD,Mahindra,2017,1250000,60000,Diesel
6150,KWID 1.0,Renault,2016,270000,30000,Petrol
6151,EON Magna Plus,Hyundai,2013,235000,40000,Petrol
6152,Swift VXI Optional,Maruti,2016,500000,60000,Petrol
6153,Alto LXi,Maruti,2012,220000,111000,Petrol
6154,Swift Dzire LDIX Limited Edition,Maruti,2014,380000,70000,Diesel
6155,Alto K10 2010-2014 VXI,Maruti,2010,160000,100000,Petrol
6156,Alto K10 2010-2014 VXI,Maruti,2010,160000,100000,Petrol
6157,EON 1.0 Era Plus,Hyundai,2017,339000,25000,Petrol
6158,Fiesta Classic 1.6 Duratec CLXI,Ford,2011,229999,100000,Petrol
6159,KUV 100 mFALCON D75 K2 Plus,Mahindra,2016,400000,35000,Diesel
6160,Xcent 1.2 CRDi E Plus,Hyundai,2018,470000,25000,Diesel
6161,800 Std,Maruti,2003,45000,58000,Petrol
6162,Aspire Titanium BSIV,Ford,2019,575000,20000,Petrol
6163,RediGO SV 1.0,Datsun,2019,325000,1300,Petrol
6164,800 AC,Maruti,1997,50000,120000,Petrol
6165,Wagon R VXI BS IV,Maruti,2014,350000,15000,Petrol
6166,XE 2016-2019 2.0L Diesel Prestige,Jaguar,2017,2711000,9000,Diesel
6167,ES 300h,Lexus,2019,5150000,20000,Petrol
6168,XF 2.0 Diesel Portfolio,Jaguar,2017,3200000,45000,Diesel
6169,Safari Storme EX,Tata,2015,503000,110000,Diesel
6170,XC40 D4 Inscription BSIV,Volvo,2019,3800000,20000,Diesel
6171,Camry 2.5 Hybrid,Toyota,2016,2000000,68089,Petrol
6172,Wagon R LXI,Maruti,2013,225000,58343,Petrol
6173,Baleno Alpha 1.3,Maruti,2018,740000,38817,Diesel
6174,Jazz VX,Honda,2016,550000,56494,Petrol
6175,Innova 2.5 VX (Diesel) 7 Seater,Toyota,2013,750000,79328,Diesel
6176,Swift AMT VVT VXI,Maruti,2019,650000,5621,Petrol
6177,Etios VX,Toyota,2017,625000,25538,Petrol
6178,Swift AMT ZXI,Maruti,2018,600000,69779,Petrol
6179,Grand i10 1.2 CRDi Sportz,Hyundai,2017,450000,56290,Diesel
6180,X4 M Sport X xDrive20d,BMW,2019,5400000,7500,Diesel
6181,X4 M Sport X xDrive20d,BMW,2019,5500000,8500,Diesel
6182,Amaze V CVT Petrol BSIV,Honda,2019,779000,7032,Petrol
6183,Rapid 1.6 MPI AT Elegance,Skoda,2016,645000,11000,Petrol
6184,V40 D3 R-Design,Volvo,2018,2475000,2000,Diesel
6185,KWID RXT Optional,Renault,2016,300000,25000,Petrol
6186,Terrano XL 110 PS,Nissan,2014,540000,150000,Diesel
6187,Celerio ZXI Optional MT BSIV,Maruti,2018,580000,10000,Petrol
6188,Creta 1.6 CRDi SX Option,Hyundai,2015,1000000,70000,Diesel
6189,Zest Quadrajet 1.3 75PS XM,Tata,2017,459999,80000,Diesel
6190,Swift VDI BSIV,Maruti,2015,635000,50000,Diesel
6191,Verna 1.6 SX,Hyundai,2014,650000,83000,Diesel
6192,Swift Dzire VDI,Maruti,2013,525000,116000,Diesel
6193,Grande Punto EVO 1.2 Dynamic,Fiat,2015,350000,60000,Petrol
6194,Swift Dzire ZDi,Maruti,2008,320000,175802,Diesel
6195,Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,2006,450000,192000,Diesel
6196,Vento Petrol Trendline,Volkswagen,2011,227000,73840,Petrol
6197,Bolero DI DX 8 Seater,Mahindra,2011,325000,162000,Diesel
6198,RediGO AMT 1.0 S,Datsun,2018,275000,20000,Petrol
6199,Grand i10 Magna,Hyundai,2013,300000,75000,Petrol
6200,Scorpio SLE BSIII,Mahindra,2011,400000,320000,Diesel
6201,Vento 1.5 TDI Highline,Volkswagen,2015,550000,120000,Diesel
6202,Swift VXI Optional,Maruti,2016,550000,20000,Petrol
6203,Rapid Monte Carlo 1.5 TDI AT BSIV,Skoda,2017,900000,40000,Diesel
6204,Alto LXi BSIII,Maruti,2010,165000,20000,Petrol
6205,EON Magna Plus,Hyundai,2014,210000,70000,Petrol
6206,Duster 110PS Diesel RxL Explore,Renault,2016,650000,30000,Diesel
6207,XUV500 W8 2WD,Mahindra,2014,680000,120000,Diesel
6208,KWID 1.0 RXT BSIV,Renault,2019,390000,25000,Petrol
6209,KWID RXL,Renault,2016,260000,80000,Petrol
6210,Swift Dzire VXI,Maruti,2013,450000,67000,Petrol
6211,i10 Era,Hyundai,2008,130000,120000,Petrol
6212,Vitara Brezza ZDi,Maruti,2019,890000,9000,Diesel
6213,XC40 D4 Inscription BSIV,Volvo,2019,3800000,20000,Diesel
6214,Jetta 1.6 Trendline,Volkswagen,2010,225000,80000,Petrol
6215,Fortuner 2.8 4WD AT BSIV,Toyota,2018,3200000,60000,Diesel
6216,Manza Aura (ABS) Quadrajet BS IV,Tata,2010,210000,120000,Diesel
6217,Land Cruiser Prado VX L,Toyota,2014,3500000,60000,Diesel
6218,City i DTEC VX,Honda,2014,750000,80000,Diesel
6219,Tavera Neo LS B3 - 10 seats BSIII,Chevrolet,2011,350000,120000,Diesel
6220,Civic ZX,Honda,2019,2000000,24857,Petrol
6221,EON 1.0 Era Plus,Hyundai,2017,270000,26442,Petrol
6222,Ertiga BSIV VXI,Maruti,2017,700000,35000,Petrol
6223,Alto LXi,Maruti,2010,130000,28000,Petrol
6224,Ertiga ZDI,Maruti,2015,650000,80000,Diesel
6225,Alto LX,Maruti,2005,55000,39000,Petrol
6226,Wagon R AMT VXI Plus,Maruti,2017,475000,20000,Petrol
6227,Sunny Diesel XL,Nissan,2013,325000,50000,Diesel
6228,Jazz 1.2 V AT i VTEC Privilege,Honda,2017,615000,40000,Petrol
6229,Grand i10 Sportz,Hyundai,2015,390000,15000,Petrol
6230,Swift AMT ZXI Plus BSIV,Maruti,2019,650000,15000,Petrol
6231,Swift VXI Optional,Maruti,2015,440000,30000,Petrol
6232,City i DTEC V,Honda,2014,600000,70000,Diesel
6233,Spark 1.0 LT,Chevrolet,2012,170000,80000,Petrol
6234,Bolero 2011-2019 DI - AC BS III,Mahindra,2013,499000,80000,Diesel
6235,i20 Asta 1.4 CRDi,Hyundai,2012,525000,120000,Diesel
6236,Terrano XL Plus 85 PS,Nissan,2015,580000,90000,Diesel
6237,Enjoy 1.3 TCDi LS 7,Chevrolet,2016,420000,110000,Diesel
6238,Innova 2.5 VX (Diesel) 7 Seater,Toyota,2015,1300000,120000,Diesel
6239,Verna 1.6 CRDi S,Hyundai,2016,800000,80000,Diesel
6240,Swift VXI,Maruti,2020,600000,5000,Petrol
6241,Brio 1.2 E MT,Honda,2017,400000,50000,Petrol
6242,Swift Dzire VDI,Maruti,2017,700000,65000,Diesel
6243,Baleno Alpha 1.3,Maruti,2017,800000,35000,Diesel
6244,Jazz 1.5 V i DTEC,Honda,2015,600000,90000,Diesel
6245,Swift VDI BSIV,Maruti,2016,580000,100000,Diesel
6246,KWID RXT,Renault,2016,350000,15000,Petrol
6247,Figo Diesel ZXI,Ford,2011,204999,147000,Diesel
6248,XUV500 W10 2WD,Mahindra,2017,1350000,20000,Diesel
6249,i20 Asta 1.4 CRDi (Diesel),Hyundai,2009,310000,120000,Diesel
6250,Innova 2.5 V Diesel 7-seater,Toyota,2011,700000,250000,Diesel
6251,Figo 1.5D Titanium Opt MT,Ford,2016,459999,69000,Diesel
6252,Ciaz ZDi Plus SHVS,Maruti,2017,860000,80000,Diesel
6253,i10 LPG,Hyundai,2012,275000,97000,LPG
6254,KWID RXT Optional,Renault,2016,390000,15000,Petrol
6255,Hexa XT,Tata,2018,1525000,50000,Diesel
6256,Alto LX BSIII,Maruti,2005,110000,50800,Petrol
6257,Celerio ZXI MT BSIV,Maruti,2017,484999,10000,Petrol
6258,6 Series GT 630d Luxury Line,BMW,2018,5830000,30000,Diesel
6259,Alto LXi,Maruti,2012,185000,60000,Petrol
6260,Xcent 1.1 CRDi SX Option,Hyundai,2018,665000,40142,Diesel
6261,i20 1.2 Asta,Hyundai,2019,721000,9400,Petrol
6262,KUV 100 D75 K6 Plus 5Str,Mahindra,2016,390000,62000,Diesel
6263,Manza Aura (ABS) Quadrajet,Tata,2011,190000,90000,Diesel
6264,Thar CRDe,Mahindra,2019,975000,12584,Diesel
6265,GO A Petrol,Datsun,2016,275000,49000,Petrol
6266,Alto 800 VXI BSIV,Maruti,2016,315000,32000,Petrol
6267,Elite i20 Sportz Plus Dual Tone BSIV,Hyundai,2019,685000,4300,Petrol
6268,Swift VXI,Maruti,2019,595000,14548,Petrol
6269,EcoSport 1.5 Diesel Titanium Plus BSIV,Ford,2018,900000,44772,Diesel
6270,Ertiga ZDI Plus,Maruti,2018,950000,48500,Diesel
6271,Alto 800 LXI BSIV,Maruti,2016,275000,38000,Petrol
6272,i20 2015-2017 Magna 1.2,Hyundai,2017,570000,28782,Petrol
6273,i20 Asta 1.2,Hyundai,2018,700000,28451,Petrol
6274,Vitara Brezza ZDi,Maruti,2018,910000,36500,Diesel
6275,Swift Dzire VDI Optional,Maruti,2018,751000,44885,Diesel
6276,EON Era,Hyundai,2014,225000,35000,Petrol
6277,Indica Vista Terra 1.4 TDI,Tata,2009,135000,110000,Diesel
6278,Ertiga ZDI Plus,Maruti,2017,825000,79000,Diesel
6279,Fortuner 4x2 AT,Toyota,2015,1650000,91000,Diesel
6280,Vitara Brezza ZDi,Maruti,2018,875000,50000,Diesel
6281,Ciaz ZDi Plus SHVS,Maruti,2016,650000,81000,Diesel
6282,Compass 1.4 Limited,Jeep,2019,1450000,22000,Petrol
6283,Creta 1.6 SX Diesel,Hyundai,2017,975000,41000,Diesel
6284,Ertiga SHVS VDI,Maruti,2019,925000,50000,Diesel
6285,Ertiga ZDI,Maruti,2016,725000,66000,Diesel
6286,Ertiga VDI,Maruti,2013,550000,65000,Diesel
6287,i20 Diesel Asta Option,Hyundai,2014,550000,76000,Diesel
6288,Innova 2.5 V Diesel 7-seater,Toyota,2013,750000,95000,Diesel
6289,City 1.5 V MT,Honda,2013,475000,55000,Petrol
6290,GO Plus T,Datsun,2017,325000,65000,Petrol
6291,Ertiga VDI,Maruti,2017,725000,76000,Diesel
6292,Ertiga VXI,Maruti,2018,775000,47000,Petrol
6293,Swift Dzire VDI,Maruti,2017,625000,70000,Diesel
6294,Santro GLS I - Euro II,Hyundai,2009,195000,56000,Petrol
6295,Swift ZDi,Maruti,2014,470000,89000,Diesel
6296,Innova Crysta 2.4 VX MT,Toyota,2017,1750000,98000,Diesel
6297,Innova Crysta 2.4 VX MT,Toyota,2016,1650000,90000,Diesel
6298,Creta 1.4 CRDi S,Hyundai,2018,1050000,70000,Diesel
6299,Swift VDI,Maruti,2013,380000,57000,Diesel
6300,Swift Dzire VDI,Maruti,2017,650000,70000,Diesel
6301,EON Era Plus,Hyundai,2016,275000,49200,Petrol
6302,Civic 1.8 V MT,Honda,2009,220000,125000,Petrol
6303,i10 Era,Hyundai,2008,200000,60000,Petrol
6304,Eeco 5 Seater AC BSIV,Maruti,2015,315000,120000,Petrol
6305,Alto LXI,Maruti,2004,90000,110000,Petrol
6306,Wagon R LXI Minor,Maruti,2007,120000,70000,Petrol
6307,Wagon R LXI,Maruti,2006,90000,168000,Petrol
6308,XUV500 W10 2WD,Mahindra,2018,1500000,30000,Diesel
6309,Grand i10 CRDi Sportz,Hyundai,2015,370000,60000,Diesel
6310,Swift VDI BSIV,Maruti,2016,595000,131111,Diesel
6311,Renault Logan 1.5 DLE Diesel,Mahindra,2007,150000,120000,Diesel
6312,Swift Dzire VDi,Maruti,2012,400000,58400,Diesel
6313,Alto K10 VXI Airbag,Maruti,2016,310000,23400,Petrol
6314,Celerio VXI MT BSIV,Maruti,2018,385000,50000,Petrol
6315,Swift 1.3 LXI,Maruti,2005,105000,158107,Petrol
6316,XUV500 W8 2WD,Mahindra,2014,750000,90000,Diesel
6317,Santro Sportz AMT BSIV,Hyundai,2019,521000,3010,Petrol
6318,Manza Aqua Quadrajet BS IV,Tata,2010,180000,80000,Diesel
6319,Fiesta EXi 1.4 TDCi Ltd,Ford,2011,220000,155000,Diesel
6320,800 AC,Maruti,1998,40000,70000,Petrol
6321,Grand i10 1.2 Kappa Magna BSIV,Hyundai,2018,540000,4000,Petrol
